hits,quarter,term,year
0,1,(veteran or soldier or military or armedforces) AND battle fatigue,2009
1,2,(veteran or soldier or military or armedforces) AND battle fatigue,2009
0,3,(veteran or soldier or military or armedforces) AND battle fatigue,2009
1,4,(veteran or soldier or military or armedforces) AND battle fatigue,2009
1,1,(veteran or soldier or military or armedforces) AND battle fatigue,2010
0,2,(veteran or soldier or military or armedforces) AND battle fatigue,2010
0,3,(veteran or soldier or military or armedforces) AND battle fatigue,2010
0,4,(veteran or soldier or military or armedforces) AND battle fatigue,2010
0,1,(veteran or soldier or military or armedforces) AND battle fatigue,2011
1,2,(veteran or soldier or military or armedforces) AND battle fatigue,2011
0,3,(veteran or soldier or military or armedforces) AND battle fatigue,2011
0,4,(veteran or soldier or military or armedforces) AND battle fatigue,2011
1,1,(veteran or soldier or military or armedforces) AND battle fatigue,2012
2,2,(veteran or soldier or military or armedforces) AND battle fatigue,2012
1,3,(veteran or soldier or military or armedforces) AND battle fatigue,2012
0,4,(veteran or soldier or military or armedforces) AND battle fatigue,2012
1,1,(veteran or soldier or military or armedforces) AND battle fatigue,2013
2,2,(veteran or soldier or military or armedforces) AND battle fatigue,2013
0,3,(veteran or soldier or military or armedforces) AND battle fatigue,2013
0,4,(veteran or soldier or military or armedforces) AND battle fatigue,2013
0,1,(veteran or soldier or military or armedforces) AND battle fatigue,2014
0,2,(veteran or soldier or military or armedforces) AND battle fatigue,2014
1,3,(veteran or soldier or military or armedforces) AND battle fatigue,2014
0,4,(veteran or soldier or military or armedforces) AND battle fatigue,2014
0,1,(veteran or soldier or military or armedforces) AND battle fatigue,2015
2,2,(veteran or soldier or military or armedforces) AND battle fatigue,2015
0,3,(veteran or soldier or military or armedforces) AND battle fatigue,2015
0,4,(veteran or soldier or military or armedforces) AND battle fatigue,2015
0,1,(veteran or soldier or military or armedforces) AND battle fatigue,2016
3,2,(veteran or soldier or military or armedforces) AND battle fatigue,2016
0,3,(veteran or soldier or military or armedforces) AND battle fatigue,2016
1,4,(veteran or soldier or military or armedforces) AND battle fatigue,2016
