hits,quarter,term,year
0,1,(vets*) AND perpetual bogey,1980
0,2,(vets*) AND perpetual bogey,1980
0,3,(vets*) AND perpetual bogey,1980
0,4,(vets*) AND perpetual bogey,1980
0,1,(vets*) AND perpetual bogey,1981
0,2,(vets*) AND perpetual bogey,1981
0,3,(vets*) AND perpetual bogey,1981
0,4,(vets*) AND perpetual bogey,1981
0,1,(vets*) AND perpetual bogey,1982
0,2,(vets*) AND perpetual bogey,1982
0,3,(vets*) AND perpetual bogey,1982
0,4,(vets*) AND perpetual bogey,1982
0,1,(vets*) AND perpetual bogey,1983
0,2,(vets*) AND perpetual bogey,1983
0,3,(vets*) AND perpetual bogey,1983
0,4,(vets*) AND perpetual bogey,1983
0,1,(vets*) AND perpetual bogey,1984
0,2,(vets*) AND perpetual bogey,1984
0,3,(vets*) AND perpetual bogey,1984
0,4,(vets*) AND perpetual bogey,1984
0,1,(vets*) AND perpetual bogey,1985
0,2,(vets*) AND perpetual bogey,1985
0,3,(vets*) AND perpetual bogey,1985
0,4,(vets*) AND perpetual bogey,1985
0,1,(vets*) AND perpetual bogey,1986
0,2,(vets*) AND perpetual bogey,1986
0,3,(vets*) AND perpetual bogey,1986
0,4,(vets*) AND perpetual bogey,1986
0,1,(vets*) AND perpetual bogey,1987
0,2,(vets*) AND perpetual bogey,1987
0,3,(vets*) AND perpetual bogey,1987
0,4,(vets*) AND perpetual bogey,1987
0,1,(vets*) AND perpetual bogey,1988
0,2,(vets*) AND perpetual bogey,1988
0,3,(vets*) AND perpetual bogey,1988
0,4,(vets*) AND perpetual bogey,1988
0,1,(vets*) AND perpetual bogey,1989
0,2,(vets*) AND perpetual bogey,1989
0,3,(vets*) AND perpetual bogey,1989
0,4,(vets*) AND perpetual bogey,1989
0,1,(vets*) AND perpetual bogey,1990
0,2,(vets*) AND perpetual bogey,1990
0,3,(vets*) AND perpetual bogey,1990
0,4,(vets*) AND perpetual bogey,1990
0,1,(vets*) AND perpetual bogey,1991
0,2,(vets*) AND perpetual bogey,1991
0,3,(vets*) AND perpetual bogey,1991
0,4,(vets*) AND perpetual bogey,1991
0,1,(vets*) AND perpetual bogey,1992
0,2,(vets*) AND perpetual bogey,1992
0,3,(vets*) AND perpetual bogey,1992
0,4,(vets*) AND perpetual bogey,1992
0,1,(vets*) AND perpetual bogey,1993
0,2,(vets*) AND perpetual bogey,1993
0,3,(vets*) AND perpetual bogey,1993
0,4,(vets*) AND perpetual bogey,1993
0,1,(vets*) AND perpetual bogey,1994
0,2,(vets*) AND perpetual bogey,1994
0,3,(vets*) AND perpetual bogey,1994
0,4,(vets*) AND perpetual bogey,1994
0,1,(vets*) AND perpetual bogey,1995
0,2,(vets*) AND perpetual bogey,1995
0,3,(vets*) AND perpetual bogey,1995
0,4,(vets*) AND perpetual bogey,1995
0,1,(vets*) AND perpetual bogey,1996
0,2,(vets*) AND perpetual bogey,1996
0,3,(vets*) AND perpetual bogey,1996
0,4,(vets*) AND perpetual bogey,1996
0,1,(vets*) AND perpetual bogey,1997
0,2,(vets*) AND perpetual bogey,1997
0,3,(vets*) AND perpetual bogey,1997
0,4,(vets*) AND perpetual bogey,1997
0,1,(vets*) AND perpetual bogey,1998
0,2,(vets*) AND perpetual bogey,1998
0,3,(vets*) AND perpetual bogey,1998
0,4,(vets*) AND perpetual bogey,1998
0,1,(vets*) AND perpetual bogey,1999
0,2,(vets*) AND perpetual bogey,1999
0,3,(vets*) AND perpetual bogey,1999
0,4,(vets*) AND perpetual bogey,1999
0,1,(vets*) AND perpetual bogey,2000
0,2,(vets*) AND perpetual bogey,2000
0,3,(vets*) AND perpetual bogey,2000
0,4,(vets*) AND perpetual bogey,2000
0,1,(vets*) AND perpetual bogey,2001
0,2,(vets*) AND perpetual bogey,2001
0,3,(vets*) AND perpetual bogey,2001
0,4,(vets*) AND perpetual bogey,2001
0,1,(vets*) AND perpetual bogey,2002
0,2,(vets*) AND perpetual bogey,2002
0,3,(vets*) AND perpetual bogey,2002
0,4,(vets*) AND perpetual bogey,2002
0,1,(vets*) AND perpetual bogey,2003
0,2,(vets*) AND perpetual bogey,2003
0,3,(vets*) AND perpetual bogey,2003
0,4,(vets*) AND perpetual bogey,2003
0,1,(vets*) AND perpetual bogey,2004
0,2,(vets*) AND perpetual bogey,2004
0,3,(vets*) AND perpetual bogey,2004
0,4,(vets*) AND perpetual bogey,2004
0,1,(vets*) AND perpetual bogey,2005
0,2,(vets*) AND perpetual bogey,2005
0,3,(vets*) AND perpetual bogey,2005
0,4,(vets*) AND perpetual bogey,2005
0,1,(vets*) AND perpetual bogey,2006
0,2,(vets*) AND perpetual bogey,2006
0,3,(vets*) AND perpetual bogey,2006
0,4,(vets*) AND perpetual bogey,2006
0,1,(vets*) AND perpetual bogey,2007
0,2,(vets*) AND perpetual bogey,2007
0,3,(vets*) AND perpetual bogey,2007
0,4,(vets*) AND perpetual bogey,2007
0,1,(vets*) AND perpetual bogey,2008
0,2,(vets*) AND perpetual bogey,2008
0,3,(vets*) AND perpetual bogey,2008
0,4,(vets*) AND perpetual bogey,2008
0,1,(vets*) AND perpetual bogey,2009
0,2,(vets*) AND perpetual bogey,2009
0,3,(vets*) AND perpetual bogey,2009
0,4,(vets*) AND perpetual bogey,2009
0,1,(vets*) AND perpetual bogey,2010
0,2,(vets*) AND perpetual bogey,2010
0,3,(vets*) AND perpetual bogey,2010
0,4,(vets*) AND perpetual bogey,2010
0,1,(vets*) AND perpetual bogey,2011
0,2,(vets*) AND perpetual bogey,2011
0,3,(vets*) AND perpetual bogey,2011
0,4,(vets*) AND perpetual bogey,2011
0,1,(vets*) AND perpetual bogey,2012
0,2,(vets*) AND perpetual bogey,2012
0,3,(vets*) AND perpetual bogey,2012
0,4,(vets*) AND perpetual bogey,2012
0,1,(vets*) AND perpetual bogey,2013
0,2,(vets*) AND perpetual bogey,2013
0,3,(vets*) AND perpetual bogey,2013
0,4,(vets*) AND perpetual bogey,2013
0,1,(vets*) AND perpetual bogey,2014
0,2,(vets*) AND perpetual bogey,2014
0,3,(vets*) AND perpetual bogey,2014
0,4,(vets*) AND perpetual bogey,2014
0,1,(vets*) AND perpetual bogey,2015
0,2,(vets*) AND perpetual bogey,2015
0,3,(vets*) AND perpetual bogey,2015
0,4,(vets*) AND perpetual bogey,2015
0,1,(vets*) AND perpetual bogey,2016
0,2,(vets*) AND perpetual bogey,2016
0,3,(vets*) AND perpetual bogey,2016
0,4,(vets*) AND perpetual bogey,2016
